,Unnamed: 0,property_type,place_name,lat,lon,price_aprox_usd,surface_total_in_m2,price_usd_per_m2,floor,expenses,description,title,geometry,index_right,dummy_property_type__apartment,dummy_property_type__house,dummy_property_type__store,distSubte,distEscuela,distHospital,distParque,dummy_acondicionado,dummy_amenities,dummy_alarma,dummy_ascensor,dummy_balcon,dummy_baulera,dummy_blindada,dummy_calefaccion,dummy_cancha,dummy_cine,dummy_cochera,dummy_contrafrente,dummy_crédito,dummy_electrógeno,dummy_estrenar,dummy_fitness,dummy_frente,dummy_frio-calor,dummy_guardacoche,dummy_gimnasio,dummy_jacuzzi,dummy_hidromasaje,dummy_hospital,dummy_jardin,dummy_lavarropas,dummy_lavadero,dummy_laundry,dummy_luminoso,dummy_living,dummy_metrobus,dummy_multisplit,dummy_parque,dummy_patio,dummy_parrilla,dummy_pentahome,dummy_pileta,dummy_premium,dummy_piscina,dummy_policlínico,dummy_profesional,dummy_quincho,dummy_refrigeración,dummy_residencial,dummy_reciclado,dummy_pozo,dummy_sauna,dummy_spa,dummy_split,dummy_solarium,dummy_sum,dummy_S.U.M,dummy_subte,dummy_suite,dummy_seguridad,dummy_terraza,dummy_vigilancia,precio_m2_usd,rooms
624,44806,apartment,Caballito,-34.61301,-58.440344,254775,73,3490.068493150685,,2387.64,"Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Caballito - 2 Dormitorios - Con CocheraA ESTRENAR con posesión Inmediata. Edificio de categoría de muy buen diseño. Departamentos frente y contrafrente, tipo ""pasante"": estar-comedor y cocina al frente con salida a balcón aterrazado. Dormitorios al contrafrente. Cortinas de enrrollar. Dormitorio principal en suite con vestidor pasante. Dormitorio secundario con placar con interiores. Dos baños completos, uno en suite.  Cocina independiente, equipada a gas. Agua caliente y losa radiante por caldera individual.Edificio con piscina, solarium, SUM y parilla.Cochera optativa en compra, valor adicional descubierta: U$S 30.000, cubierta U$S 35.000. Baulera U$S 4.000.. - CUCICBA Mat. 301",Departamento en Venta ubicado en Caballito,POINT (-58.440344 -34.61301),0,1,0,0,686.2448158257554,96.586989686965,497.63270423827333,0.24789297201016516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3490.0,7.0
625,44807,apartment,Caballito,-34.61301,-58.440344,266650,73,3652.7397260273974,,2387.64,"Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Caballito - 2 Dormitorios - Con CocheraA ESTRENAR con posesión Inmediata. Edificio de categoría de muy buen diseño. Departamentos frente y contrafrente, tipo ""pasante"": estar-comedor y cocina al frente con salida a balcón aterrazado. Dormitorios al contrafrente. Cortinas de enrrollar. Dormitorio principal en suite con vestidor pasante. Dormitorio secundario con placar con interiores. Dos baños completos, uno en suite.  Cocina independiente, equipada a gas. Agua caliente y losa radiante por caldera individual.Edificio con piscina, solarium, SUM y parilla.Cochera optativa en compra, valor adicional descubierta: U$S 30.000, cubierta U$S 35.000. Baulera U$S 4.000.. - CUCICBA Mat. 301",Departamento en Venta ubicado en Caballito,POINT (-58.440344 -34.61301),0,1,0,0,686.2448158257554,96.586989686965,497.63270423827333,0.24789297201016516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3653.0,7.0
626,44808,apartment,Caballito,-34.613199,-58.44123,206700,48,4306.25,,2387.64,"Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Caballito - 1 DormitoriosA ESTRENAR - POSESIÓN INMEDIATA - HONORIO PUEYRREDÓN 571 es un edificio residencial  ubicado en el barrio de Caballito de la Ciudad de Buenos Aires. El proyecto incorpora excelentes departamentos en venta desarrollados en las tipologías de 1 y 2 dormitorios, con superficies que van desde 55 a 79 m2. Las unidades presentan una excelente calidad constructiva y cuentan con cuidadas terminaciones. El emprendimiento suma además cocheras opcionales y amenities como piscina, SUM y parrilla.Cocheras cubiertas: U$S 35.000.- - Descubiertas: U$S 30.000.- - Bauleras: U$S 4.000.- . - CUCICBA Mat. 301",Departamento en Venta ubicado en Caballito,POINT (-58.44123 -34.613199),0,1,0,0,715.4273390496978,35.02751688172123,555.613243032728,0.16596390771498462,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4306.0,5.0
627,44809,apartment,Caballito,-34.613199,-58.44123,203725,48,4244.270833333333,,2387.64,"Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Caballito - 1 DormitoriosA ESTRENAR - POSESIÓN INMEDIATA - HONORIO PUEYRREDÓN 571 es un edificio residencial  ubicado en el barrio de Caballito de la Ciudad de Buenos Aires. El proyecto incorpora excelentes departamentos en venta desarrollados en las tipologías de 1 y 2 dormitorios, con superficies que van desde 55 a 79 m2. Las unidades presentan una excelente calidad constructiva y cuentan con cuidadas terminaciones. El emprendimiento suma además cocheras opcionales y amenities como piscina, SUM y parrilla.Cocheras cubiertas: U$S 35.000.- - Descubiertas: U$S 30.000.- - Bauleras: U$S 4.000.- . - CUCICBA Mat. 301",Departamento en Venta ubicado en Caballito,POINT (-58.44123 -34.613199),0,1,0,0,715.4273390496978,35.02751688172123,555.613243032728,0.16596390771498462,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4244.0,5.0
628,44810,apartment,Caballito,-34.613199,-58.44123,205200,48,4275.0,,2387.64,"Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Caballito - 1 DormitoriosA ESTRENAR - POSESIÓN INMEDIATA - HONORIO PUEYRREDÓN 571 es un edificio residencial  ubicado en el barrio de Caballito de la Ciudad de Buenos Aires. El proyecto incorpora excelentes departamentos en venta desarrollados en las tipologías de 1 y 2 dormitorios, con superficies que van desde 55 a 79 m2. Las unidades presentan una excelente calidad constructiva y cuentan con cuidadas terminaciones. El emprendimiento suma además cocheras opcionales y amenities como piscina, SUM y parrilla.Cocheras cubiertas: U$S 35.000.- - Descubiertas: U$S 30.000.- - Bauleras: U$S 4.000.- . - CUCICBA Mat. 301",Departamento en Venta ubicado en Caballito,POINT (-58.44123 -34.613199),0,1,0,0,715.4273390496978,35.02751688172123,555.613243032728,0.16596390771498462,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4275.0,5.0
629,44811,apartment,Caballito,-34.613199,-58.44123,176950,48,3686.4583333333335,,2387.64,"Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Caballito - 1 DormitoriosA ESTRENAR - POSESIÓN INMEDIATA - HONORIO PUEYRREDÓN 571 es un edificio residencial  ubicado en el barrio de Caballito de la Ciudad de Buenos Aires. El proyecto incorpora excelentes departamentos en venta desarrollados en las tipologías de 1 y 2 dormitorios, con superficies que van desde 55 a 79 m2. Las unidades presentan una excelente calidad constructiva y cuentan con cuidadas terminaciones. El emprendimiento suma además cocheras opcionales y amenities como piscina, SUM y parrilla.Cocheras cubiertas: U$S 35.000.- - Descubiertas: U$S 30.000.- - Bauleras: U$S 4.000.- . - CUCICBA Mat. 301",Departamento en Venta ubicado en Caballito,POINT (-58.44123 -34.613199),0,1,0,0,715.4273390496978,35.02751688172123,555.613243032728,0.16596390771498462,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3686.0,5.0
630,44816,apartment,Caballito,-34.613041,-58.43307,217672,67,3248.8358208955224,,2387.64,"Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Caballito - 2 Dormitorios - Con CocheraA ESTRENAR - POSESIÓN INMEDIATA -Excelente ubicación próximo a Parque Rivadavia, Parque Centenario y Av. Acoyte. Edificio de categoría de 10 pisos con semipisos de 3 ambientes de 70 a 72 m2. Excelente diseño y terminaciones de calidad,  Espacio guardacoches.AMENITIES: Piscina, Parrilla y Solarium.Espacio guardacoches cubierto U$S 35.000.-  - Baulera U$S 4.000.-. - CUCICBA Mat. 301",Departamento en Venta ubicado en Caballito,POINT (-58.43307 -34.613041),0,1,0,0,406.10000302780423,9.339940065380736,535.2878935594732,0.4017299034596934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3249.0,7.0
631,44817,apartment,Caballito,-34.613041,-58.43307,220000,66,3333.3333333333335,,2387.64,"Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Caballito - 2 Dormitorios - Con CocheraExcelente ubicación próximo a Parque Rivadavia, Parque Centenario y Av. Acoyte. Edificio de categoría de 10 pisos con semipisos de 3 ambientes de 70 a 72 m2. Excelente diseño y terminaciones de calidad,  Espacio guardacoches.AMENITIES: Piscina, Parrilla y Solarium.Espacio guardacoches cubierto U$S 35.000.-  - Baulera U$S 4.000.-. - CUCICBA Mat. 301",Departamento en Venta ubicado en Caballito,POINT (-58.43307 -34.613041),0,1,0,0,406.10000302780423,9.339940065380736,535.2878935594732,0.4017299034596934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3333.0,7.0
632,44922,apartment,Caballito,-34.6210461,-58.4326095,269000,94,2861.702127659575,,2387.64,"VENTA 5 AMB CABALLITO Con COCHERA5 ambientes - 4 dormitorios - 2 baos - 1 cocherasFORMOSA 283, z/CABALLITO, Caballito94 m2, 87 m2 cubiertos, Ao de Construccin: 1971VENTA DPTO 5 AMB CON COCHERA EN PLENO CABALLITOVENTA DPTO 5 AMB CON COCHERA EN PLENO CORAZN DE CABALLITO- FORMOSA AL 200- A 1 CUADRA de Av. Alberdi.- 5 CUADRAS SUBTEEstacin ACOYTE- 2 cuadras Pque. Rivadavia.- GRAN LIVING COMEDOR de 8.14 x 3.35 mts.- DORMITORIO PRINCIPAL de 4.04 x 2.86 mts.- BALCN de 3.00 X 1.69 mts.- 2do. DORMITORIO de 2.72 x 2.14 mts.- 3er. DORMITORIO de 2.62 x 2.00 mts.- 4to. DORMITORIO de 2.27 x 2.00 mts.- COCINA con Comedor diario.- Lavadero.- BAJAS EXPENSAS- PISOS DE PARQUET.- COCHERA FIJA INCLUIDA!VEA EL VIDEO EN YOU TUBE: https://youtu.be/yXUr1yiozNQO BUSQUE LA INMOBILIARIA LEVIT en Google o Facebook!IMPORTANTE: * LLAME AHORA AL Cel./WhatsApp: 15- *PRECIO: U$S 269.000LEVIT INMOBILIARIA15-Mail: Web:  .Publicado por estudio levit a traves INMOMAP",VTA CABALLITO 5 AMB COCHERA SUBTE cerca Rivadavia,POINT (-58.4326095 -34.6210461),0,1,0,0,465.747660815894,151.0495380374119,256.54211387408884,0.25189916977822013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862.0,9.0
633,45001,apartment,Caballito,-34.6197278,-58.4396683,190000,87,2183.908045977012,9.0,3400.0,"VENTA DEPARTAMENTO 4 AMBIENTES EN CABALLITOExcelente departamento de cómoda dimensiones con balcón al frente, en gran ubicación. Consta de hall, amplio living-comedor, 3 dormitorios con placard, todo con pisos de parquet, baño completo, toilette y baño auxiliar, cocina equipada con comedor diario, dependencias de servicio y lavadero independiente. Todo Luz y sol. Apto profesional.LEPORE PROPIEDADES  49055500LEPORE Propiedades S.A.CUIT : 33-60234274-9C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro)AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) -  - LEPORE PROPIEDADES",DEPARTAMENTO EN VENTA,POINT (-58.4396683 -34.6197278),0,1,0,0,157.53512166237425,129.22488046105934,389.35634199486327,0.19681656284494764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184.0,9.0
634,45003,apartment,Caballito,-34.6199611,-58.4342149,140000,45,3111.1111111111113,1.0,2387.64,"VENTA DEPARTAMENTO 2 AMBIENTES CABALLITOSemipiso al contrafrente con patio, ubicado en excelente zona, a una cuadra de Parque Rivadavia, polo gastronómico, zona comercial y accesibilidad a líneas de colectivo y subte ""A"". Constará de living-comedor con cocina integrada equipada con muebles bajo mesada, alacena, mesada de granito y bacha de acero inoxidable, dormitorio con frente de placanrd y baño completo. Ambos ambientes poseerán piso flotante. Fecha de entrega: Dic-2017.LEPORE PROPIEDADES  LEPORE Propiedades S.A.CUIT : 33-60234274-9C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro)AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) -  - LEPORE PROPIEDADES",DEPARTAMENTO EN VENTA,POINT (-58.4342149 -34.6199611),0,1,0,0,275.72782415139227,181.37052046876963,237.9645538495017,0.11150010938521951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3111.0,4.0
635,45004,apartment,Caballito,-34.6199611,-58.4342149,145000,47,3085.1063829787236,1.0,2387.64,"VENTA DEPARTAMENTO 2 AMBIENTES CABALLITOSemipiso al frente con patio, ubicado en excelente zona, a una cuadra de Parque Rivadavia, polo gastronómico, zona comercial y accesibilidad a líneas de colectivo y subte ""A"". Constará de living-comedor con cocina integrada equipada con muebles bajo mesada, alacena, mesada de granito y bacha de acero inoxidable, dormitorio con frente de placard y baño completo. Ambos ambientes poseerán piso flotante. Fecha de entrega: Dic-2017.LEPORE PROPIEDADES  LEPORE Propiedades S.A.CUIT : 33-60234274-9C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro)AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) -  - LEPORE PROPIEDADES",DEPARTAMENTO EN VENTA,POINT (-58.4342149 -34.6199611),0,1,0,0,275.72782415139227,181.37052046876963,237.9645538495017,0.11150010938521951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3085.0,5.0
636,45005,apartment,Caballito,-34.6199611,-58.4342149,143000,45,3177.777777777778,3.0,2387.64,"VENTA DEPARTAMENTO 2 AMBIENTES CABALLITOSemipiso al contrafrente con balcón, ubicado en excelente zona, a una cuadra de Parque Rivadavia, polo gastronómico, zona comercial y accesibilidad a líneas de colectivo y subte ""A"". Constará de living-comedor con cocina integrada equipada con muebles bajo mesada, alacena, mesada de granito y bacha de acero inoxidable, dormitorio con frente de placanrd y baño completo. Ambos ambientes poseerán piso flotante. Fecha de entrega: Dic-2017.LEPORE PROPIEDADES  LEPORE Propiedades S.A.CUIT : 33-60234274-9C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro)AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) -  - LEPORE PROPIEDADES",DEPARTAMENTO EN VENTA,POINT (-58.4342149 -34.6199611),0,1,0,0,275.72782415139227,181.37052046876963,237.9645538495017,0.11150010938521951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3178.0,4.0
637,45006,apartment,Caballito,-34.6199611,-58.4342149,147000,45,3266.666666666666,5.0,2387.64,"VENTA DEPARTAMENTO 2 AMBIENTES CABALLITOSemipiso al contrafrente con balcón, ubicado en excelente zona, a una cuadra de Parque Rivadavia, polo gastronómico, zona comercial y accesibilidad a líneas de colectivo y subte ""A"". Constará de living-comedor con cocina integrada equipada con muebles bajo mesada, alacena, mesada de granito y bacha de acero inoxidable, dormitorio con frente de placanrd y baño completo. Ambos ambientes poseerán piso flotante. Fecha de entrega: Dic-2017.LEPORE PROPIEDADES  LEPORE Propiedades S.A.CUIT : 33-60234274-9C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro)AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) -  - LEPORE PROPIEDADES",DEPARTAMENTO EN VENTA,POINT (-58.4342149 -34.6199611),0,1,0,0,275.72782415139227,181.37052046876963,237.9645538495017,0.11150010938521951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3267.0,4.0
638,45128,apartment,Caballito,-34.617475,-58.438361,145000,66,2196.969696969697,11.0,2387.64,"Corredor Responsable: Hernan Perrone - C.U.C.I.C.B.A 2792Contacto: Patricia Spoliansky - MLS ID # 151149-18DEPTO DE 3 AMB EN TORRE, TODO LUZ!! MUY BUENA DISTRIBUCION 2 COMODOS CUARTOS CON AMPLIOS PLACARD. (3m x4m) LIVING (6m x 3m) CON SALIDA AL BALCON (3.50M2)  COCINA AMPLIA CON ESPACIO PARA LAVADERO.(4.50m x  2.10m) CALEFON  SEGURIDAD LAS 24HS   A 1 CUADRA DE AV.RIVADAVIA, Y 1 CUADRA DE ACOYTE!!! SUBTE A Y MULTIPLES LINEAS DE COLECTIVOS.  A METROS DE PARQUE RIVADAVIA. IMPERDIBLE!!!! ","3AMB, TODO LUZ, EXCELENTE UBICACION!!!",POINT (-58.438361 -34.617475),0,1,0,0,198.4964691450376,148.68306757379779,250.18444228573998,0.1820689243885787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197.0,7.0
640,45165,house,Caballito,-34.627318,-58.445458,450000,140,3214.285714285714,,2387.64,"Corredor Responsable: Martin Manias - CUCICBA 6277Contacto: Martin Manias - MLS ID # 420541005-473  Se trata de una casa de estilo ingles, sobre lote propio, desarrollada en 2 plantas y ubicada sobre la calle Hortiguera 407, a 10 metros de Av. Pedro Goyena, excelente ubicación y acceso, a 500 mts de la estación Púan del subte A y Emilio Mitre Subte E, cercano a gran variedad de comercios, bancos, la facultad de Filosofía y Letras, escuelas, etc.  Mira el video: https://  Características de la casa: (las medidas son aproximadas, las reales surgirán del respectivo título de propiedad y plano)  -Casa de 5 ambientes -Superficie del terreno: 110 m2 -Superficie total: 217 m2 -Superficie cubierta: 140 m2  En Planta Baja  -Hall de recepción -Amplio living - comedor -Cocina comedor diario -Toillette -Garaje para 1 vehículo. -Patio descubierto.  En Planta Alta: -3 Dormitorios -Baño completo. -Dependencia de servicio. -Lavadero con toilette -Terraza de 66 m2  Pisos de parquet en toda la casa. ",Casa en venta Caballito,POINT (-58.445458 -34.627318),0,0,1,0,511.4983931947307,19.50006463185919,1214.8009286751112,0.7625601528689943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3214.0,14.0
641,45269,apartment,Caballito,-34.6055966571,-58.4323367645,390000,190,2052.6315789473683,,2387.64,"De suma Categ. Amplio Liv/comedor- 3 Dormitorios dos de los cuales en suite- Toilet de Recepc- Cocina completa- Lavadero - Dependencia y baño de serv- Balcon al fte en 1er nivel- Balcon terraza al frente de 25 mts en 2do nivel. Terraza propia de 30 mts con parrilla en tercer nivel. Piscina- Sum- Cochera fija cubierta-  Son 190 mts totales. Inmejorable vista al parque. A pocos mts del Hospital Italiano, próximo a Subte B y colectivos varios. Apto crédito. Consultas vía Whatsapp 15-.",Impecable Triplex en Parque Centenario,POINT (-58.4323367645 -34.6055966571),0,1,0,0,393.35353536632033,117.08804641809634,75.96572404397908,0.086901027272384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2053.0,19.0
642,45292,apartment,Caballito,-34.6158727,-58.4291132,260000,120,2166.6666666666665,,2387.64,"Departamento con  living comedor con salida al balcón,2 dormitorios al frente y uno a pulmón del edificio ,baño completo y toilette,Cocina comedor,lavadero independiente y amplia dependencia de servicio con baño.Edificio en muy buen estado.Ascensor principal y de servicio.Pisos de parquet Baños y cocina de época. Ubicación privilegiada a media cuadra Estación Rio de Janeiro Subte A- y a dos cuadras del Parque Rivadavia. Posible cochera. Consultas vía Whatsapp 15-.",Semipiso al frente 4 ambientes en Caballito,POINT (-58.4291132 -34.6158727),0,1,0,0,82.09638855631438,201.43795661289695,423.2563723176453,0.29570465336480395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2167.0,12.0
643,45319,apartment,Caballito,-34.6191149,-58.4415804,92000,42,2190.4761904761904,,2387.64,"DEPARTAMENTO A ESTRENAR – 41,62m2 - 1 AMBIENTE DIVISIBLEUbicado a 2 cuadras de la Estación de Subte de Primera Junta ( Subte A) y a metros de la Estación de tren de Caballitos (SARMIENTO) El departamento esta ubicado en el 7° piso y su orientación es al contrafrente. Vista abierta- Porcelanato - Cocina: Muebles bajo y sobre mesada, anafe eléctrica de 4 hornallas. -  Instalación preparada para la instalación de Split- Revestimientos en el baño. - Agua caliente central. El edificio cuenta con amplio Hall de Entrada, SUM, Laundry, Parrillas, Solarium y seguridad los fines de semana.Consultas vía Whatsapp 15-.", Monoambiente a estrenar en Caballito ,POINT (-58.4415804 -34.6191149),0,1,0,0,147.8603574542604,70.07081013861242,537.7534121876639,0.05822123830089988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2190.0,4.0
647,45487,apartment,Caballito,-34.624051,-58.4498662,87000,35,2485.714285714286,,2387.64,2 AMB LATER EXCEL ESTADO Y UBIC S/AV RIVADAVIA MTS SUBTE Y VARIOS MEDIOS LOCOMOCION,2 AMB AP/PROF EXCEL ESTADO,POINT (-58.4498662 -34.624051),0,1,0,0,125.88839439597047,60.20779037250513,1425.6424753934882,0.6412933932448872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486.0,4.0
649,45531,apartment,Caballito,-34.6211525,-58.4424341,230000,105,2190.4761904761904,3.0,3500.0,"Venta de Departamento 5 AMBIENTES en Caballito, excelente ubicacion, cuarenta y cinco años de antiguedad, living, cocina, cuatro habitaciones, baño completo, baño de serivicio, toilette, lavadero, balcon, infinidad de medios de transportes -  - CER GROUP BIENES INMUEBLES",DEPARTAMENTO EN VENTA,POINT (-58.4424341 -34.6211525),0,1,0,0,141.98070392537636,114.30700437198561,686.8837983054043,0.027802570145678083,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190.0,10.0
